X,municipality,district,region,latitude,longitude,ind_machine,ind_mining,ind_metals,russian_lang,forest,elev,dist_road,pop_density,dist_russia,yanukovych,rebel_violence,until_control
941,Novokrasnyanka,Kreminskyi,Luhansk,49.13419,38.27882,0.134199874579556,1.1401858502936e-4,0.205689527392965,0.332811111111111,1,0.300291545189504,0.389660263817396,0.0141187849676078,0.461113998677078,0.494515167056929,1,1650
942,Novokrasnivka,Antratsytivskyi,Luhansk,47.93515,39.28644,0.0259937959558823,0.758013556985294,9.765625e-4,0.136577777777778,1,0.247813411078717,0.00367414556120181,0.0101495071254758,0.039913568912679,0.839626822452335,0,181
943,Novokrasnivka,Volodarskyi,Donetsk,47.31607,37.15632,0.326386001923495,0.00312722985759935,0.361716253528992,0.3987,1,0.486880466472303,0.0280217499310907,0.0104946943460113,0.479166121810416,0.826443268947218,0,185
944,Novoklynivka,Amvrosivskyi,Donetsk,47.8585,38.44928,0.205387411673406,0.358228158313932,0.188008005554875,0.300966666666667,1,0.317784256559767,0.138349348365643,0.0158492955055854,0.124879701866819,0.785255900189148,0,73
945,Novokyyivka,Krasnodonskyi,Luhansk,48.58471,39.66623,0.166960135230314,0.416396675588111,0.0257782786307931,0.661877777777778,1,0.107871720116618,0.309993334315078,0.0105327398919132,0.00954690131390345,0.489657887961827,0,118
946,Novokhatske,Velykonovosilkivskyi,Donetsk,48.06341,36.68728,0.0315244374449457,0.393321410458319,0.0567760190054187,0.406288888888889,1,0.274052478134111,0.246849304291948,0.0109772002030634,0.954601179650803,0.420830762974018,0,1650
947,Berestove,Starobeshivskyi,Donetsk,47.58749,38.32997,0.187904191616766,3.99201596806387e-4,0.0374850299401198,0.3883,1,0.376093294460641,0.427431631999735,0.0185296071461969,0.0101879395984244,0.80054370701652,1,181
948,Novyy Kavkaz,Oleksandrivskyi,Donetsk,48.75434,36.86083,0.0294697844495766,0.357606812933025,0.053598922247883,0.0981111111111111,1,0.521865889212828,0.347234586207678,0.00970269977165129,0.839676576070944,0.583010255925014,0,1650
949,Novo-Karpovka,Telmanivskyi,Donetsk,47.48333,38.11667,0.0168840305211321,5.95270306834785e-4,0.0706207045835814,0.283188888888889,1,0.306122448979592,0.431827829346261,0.0112265501118619,0.100282304981986,0.738941720478722,0,181
950,Novo-Karpovka,Volodarskyi,Donetsk,47.20429,37.12412,0.327709417152114,0.0022553814522912,0.363203638515934,0.246988888888889,0,0.291545189504373,0.0181320671651574,0.0114220178795904,0.448197876249642,0.826443268947218,0,185
951,Novoivanivka,Amvrosivskyi,Donetsk,47.67831,38.38343,0.250223998897236,0.0864635743331725,0.0693018126679992,0.480411111111111,1,0.274052478134111,0.172666061910675,0.0158492955055854,0.037910566311372,0.785255900189148,1,111
952,Novohnativka,Volnovaskyi,Donetsk,47.64316,37.69483,0.194923879710248,0.173353016428875,0.109491080545676,0.577722222222222,1,0.466472303206997,0.00232987211954232,0.025781362043158,0.343237320770953,0.635294730310898,1,185
953,Novohrodivka,Krasnoarmiiskyi,Donetsk,48.20135,37.33929,0.0352432300709738,0.350147735234092,0.0644856681592494,0.2604,0,0.618075801749271,0.363560272793257,0.0120677113475637,0.656373657209441,0.717762176416756,0,1650
954,Novohryshyne,Dobropilskyi,Donetsk,48.4168,37.02648,0.0310420698247753,0.426000053018053,0.0563846989900061,0.0682888888888889,1,0.373177842565598,0.214545762881285,0.08017730419306,0.870677234762368,0.423115736126204,0,1650
955,Novohryhorivka,Vuhledarska,Donetsk,48.36554,38.41819,0.259892280071813,0.0993895870736086,0.0276481149012567,0.268311111111111,0,0.900874635568513,0.0863484827443541,0.262696711652803,0.368760526840926,0.258044290989954,0,73
956,Novohryhorivka,Volnovaskyi,Donetsk,47.56166,37.3942,0.309809489723476,0.00469381648351003,0.3474186942976,0.375055555555556,1,0.620991253644315,0.133105121685273,0.025781362043158,0.489039485017718,0.635294730310898,0,1650
957,Novohryhorivka,Volodarskyi,Donetsk,47.19513,37.21502,0.32955001253447,0.00211205815993983,0.365354725495111,0.369611111111111,1,0.34402332361516,0.237042242120234,0.0104946943460113,0.406942429773784,0.826443268947218,0,185
958,Novogrigorovka,Kostiantynivskyi,Donetsk,48.57752,37.41703,0.2438723812132,0.246747911817061,0.141517184718609,0.169577777777778,1,0.291545189504373,0.275881381584719,0.0259863106905616,0.763364177564448,0.676546093463159,1,1650
959,Novogorodishche,Markivskyi,Luhansk,49.43333,39.25,0.0249619969597568,2.40019201536123e-4,0.00368029442355388,0.1236,1,0.466472303206997,0.41508630716189,0.0075375259635851,0.18361810026982,0.220722714551575,0,1650
960,Novo-Gavriya,Novoazovskyi,Donetsk,47.1722,37.85376,0.33230712938371,0.00302183417132979,0.376019632459167,0.394055555555555,1,0.14868804664723,0.077571165736913,0.0162230061883576,0.216068333759911,0.870780367997642,0,185
961,Novoekonomichne,Krasnoarmiiskyi,Donetsk,48.33225,37.3293,0.035828296916163,0.35270416860375,0.065612893227956,0.332988888888889,1,0.309037900874636,0.00831829025643788,0.0113674289316112,0.704147891976702,0.717762176416756,0,111
962,Novoekonomicheskoye,Krasnoarmiiska,Donetsk,48.3,37.25,0.0359314538419016,0.346385357164793,0.0650144340028254,0.374922222222222,1,0.548104956268222,0.037675677422773,0.48953053517416,0.729313676155907,0.531434885967156,0,1650
963,Novo-Dubovka,Pershotravnevyi,Donetsk,47.12369,37.0896,0.328069157794286,0.00225785728096601,0.363602342682858,0.203977777777778,1,0.306122448979592,0.20774032734916,0.0133006718177486,0.435970957494158,0.695797301565892,0,185
964,Novodruzhesk,Lysychanska,Luhansk,48.96267,38.35728,0.218616499058031,0.364157401756574,0.289277469684507,0.384055555555556,1,0.536443148688047,0.378983271540559,0.312205017464406,0.56483335012421,0.651944413440951,0,111
965,Novodonetske,Oleksandrivskyi,Donetsk,48.63526,36.98477,0.0312466645319671,0.396627174725157,0.0594246984736898,0.141133333333333,1,0.43731778425656,0.323068625608109,0.176100326568881,0.917669459631031,0.583010255925014,0,1650
966,Novodonetske,Velykonovosilkivskyi,Donetsk,47.75457,36.95997,0.0302986372861699,0.236900965083047,0.0442985544464234,0.323888888888889,1,0.396501457725948,0.252503994784926,0.0109900249450225,0.741633996728481,0.420830762974018,0,1650
967,Novoderkul,Bilovodskyi,Luhansk,49.12781,39.62806,0.286991355682058,0.37583807716635,0.0142525827535315,0.209877777777778,1,0.186588921282799,0.00653398876526625,0.00727279666543333,0.0508500459763466,0.20129804423142,0,1650
968,Novodaryivka,Sverdlovskyi,Luhansk,48.07745,39.47689,0.0676108833395453,0.723071188967574,0.00163995527394707,0.773255555555556,1,0.862973760932945,0.1570241453152,0.0566330842735957,0.121981013074619,0.706684732255394,1,73
969,Novodaryivka,Sverdlovskyi,Luhansk,47.96373,39.38158,0.0242109468637635,0.775069916100679,0.00122519643094952,0.225355555555556,1,0.32069970845481,0.00895849185041708,0.00510276237128887,0.0491680096667226,0.706684732255394,0,113
970,Novodarivka,Velykonovosilkivskyi,Donetsk,47.78241,36.6328,0.0315839974412964,0.272262053892694,0.0564513979583678,0.148655555555556,1,0.481049562682216,0.215221606416367,0.01118403393302,0.873596651082203,0.420830762974018,0,1650
971,Novochervone,Trotskyi,Luhansk,49.63115,38.29848,0.0600675138999206,0.175833995234313,0.0551032565528197,0.236,0,0.247813411078717,0.0513048461054786,0.00691521338291403,0.194137212003003,0.705788479594337,0,1650
972,Novochaykino,Makivska,Donetsk,48.05,37.91667,0.116009232711954,0.325132228582075,0.0999347913841822,0.651666666666667,1,0.708454810495627,0.136056690586824,0.48748702010917,0.353802430522994,0.904834844920207,0,73
973,Novobulakhivka,Lutuhynskyi,Luhansk,48.29806,39.08728,0.22106552357624,0.0604204939783629,0.14894196094441,0.693566666666667,1,0.801749271137026,0.356285770396906,0.0300884214809662,0.245864128562039,0.571983058335003,0,73
974,Novoborove,Starobilskyi,Luhansk,49.24588,38.54999,0.200753579502638,4.22004521477016e-4,0.318070836473248,0.120466666666667,1,0.239067055393586,0.50266333752006,0.0157361588570272,0.386683952842416,0.128422282639627,0,1650
975,Novoborovytsi,Sverdlovskyi,Luhansk,47.86452,39.50739,0.127022236183723,0.596674669598582,0.0178383108578096,0.254077777777778,1,0.56268221574344,0.0301731850617963,0.00510422075482768,0.0101353890667852,0.706684732255394,1,181
976,Novobesheve,Starobeshivskyi,Donetsk,47.8109,37.86634,0.199972762248476,0.17805147935038,0.111223655987198,0.592433333333333,1,0.478134110787172,0.0888990418429697,0.0185296071461969,0.287527771992892,0.80054370701652,0,111
977,Novofedorivka,Dobropilskyi,Donetsk,48.43333,36.96667,0.0317542099411557,0.402961195324999,0.0576782276215527,0.0781777777777778,0,0.326530612244898,0.199981334203772,0.00945429755462812,0.904006486968329,0.423115736126204,0,1650
978,Novobelyanka,Kramatorska,Donetsk,48.76667,37.61667,0.227591564420682,0.0164735988301688,0.190645920442342,0.441655555555556,1,0.236151603498542,0.159105057611547,0.168579153042726,0.693605689682997,0.464280461331748,0,44
979,Novobila,Novopskovskyi,Luhansk,49.7702,39.18221,0.0246387112058754,2.36910684671879e-4,0.00363263049830214,0.0660444444444444,1,0.227405247813411,0.0472941858470157,0.010089721720421,0.0355426978515108,0.134954227286366,0,1650
980,Novobakhmutovka,Iasynuvatskyi,Donetsk,48.24894,37.78541,0.408438267813268,0.0359336609336609,0.0458000614250614,0.493266666666667,0,0.419825072886297,0.267800887028784,0.0151564741814022,0.486548433774581,0.782736217914638,0,111
981,Novo-Bakhmetyeve,Oleksandrivskyi,Donetsk,48.73916,36.83624,0.0295779408924087,0.358919258257678,0.0537956345373769,0.0684444444444444,1,0.530612244897959,0.28793387409848,0.00969431238248622,0.846424931126532,0.583010255925014,0,1650
982,Novoazovsk,Novoazovskyi,Donetsk,47.11389,38.08599,0.327464766842599,0.00297780015790422,0.370540293552659,0.495488888888889,0,0.0699708454810496,0.0012257461018415,0.0162230061883576,0.0940381295867553,0.870780367997642,1,48
983,Novoaydar,Novoaidarskyi,Luhansk,48.96391,39.00583,0.030276541640178,0.0206611570247934,0.00413223140495867,0.635288888888889,1,0.154518950437318,0.019894681893413,0.00784662007344807,0.372561033019119,0.362506158509647,1,73
984,Novoatamanskoye,Artemivskyi,Donetsk,48.55806,38.25528,0.271904621250772,0.0317660642839881,0.0546172229531967,0.310388888888889,0,0.416909620991254,0.512453305175585,0.0160229560614848,0.511070701556103,0.848977184019286,0,73
985,Novohannivka,Krasnodonskyi,Luhansk,48.43565,39.52592,0.163162060777093,0.406924321161854,0.0252262793819045,0.6184,1,0.282798833819242,0.035863263063184,0.0102884881845213,0.124758464902577,0.489657887961827,1,73
986,Novoandriyivka,Oleksandrivskyi,Donetsk,48.67932,37.05489,0.125554016620499,0.337846260387812,0.0754847645429363,0.101333333333333,1,0.335276967930029,0.10412755897495,0.00969431238248622,0.893120805897505,0.583010255925014,0,1650
987,Novoandriyivka,Volnovaskyi,Donetsk,47.64769,37.34737,0.0176525901863566,0.0756539579415285,0.00290647974012651,0.215411111111111,1,0.638483965014577,0.27156952595422,0.025781362043158,0.529402926220656,0.635294730310898,0,1650
988,Novoamvrosiyivske,Amvrosivskyi,Donetsk,47.83331,38.49973,0.0966149704125417,0.421544156827551,0.233306223181984,0.340655555555556,1,0.472303206997085,0.197060560075649,0.0158492955055854,0.11049160544112,0.785255900189148,1,111
989,Novo-Alekseyevskiy,Kostiantynivskyi,Donetsk,48.59795,37.35197,0.240091668913454,0.246562415745484,0.13932326772715,0.1207,1,0.405247813411079,0.385323721842153,0.0103980971376082,0.796612086394539,0.676546093463159,0,1650
990,Novooleksiyivka,Volnovaskyi,Donetsk,47.38207,37.58534,0.334990987305524,0.00306175932909758,0.378239136826765,0.602944444444444,1,0.326530612244898,0.272648718027726,0.0257500137304374,0.362726865512892,0.635294730310898,0,185
991,Novooleksandrivka,Dobropilskyi,Donetsk,48.35271,37.07182,0.0306777396452804,0.42100023578109,0.0557229310209321,0.0853888888888889,1,0.428571428571429,0.00833471417809576,0.0101669887107152,0.829489086561839,0.423115736126204,0,1650
992,Novoaleksandrovka,Trotskyi,Luhansk,49.93333,38.46667,0.0593776282590412,0.1986543313709,0.0578637510513036,0.0984666666666667,1,0.448979591836735,0.359672342499409,0.00691521338291403,0.0280445546427735,0.705788479594337,0,1650
993,Novooleksandrivka,Trotskyi,Luhansk,49.78677,38.13828,0.0751468099930327,0.176271523837962,0.055240370259779,0.744988888888889,1,0.428571428571429,0.345876449375384,0.00691521338291403,0.0856044224200124,0.705788479594337,1,1650
994,Oleksandrivka,Svativskyi,Luhansk,49.63711,38.17893,0.0768056968463886,0.180162767039674,0.0564598168870804,0.207466666666667,1,0.253644314868805,0.117126351709649,0.0108733407913823,0.17189615830141,0.321464646243288,1,1650
995,Novooleksandrivka,Kreminskyi,Luhansk,49.25958,38.19763,0.136824612237941,8.52224305437191e-5,0.197247315493438,0.209888888888889,1,0.198250728862974,0.059355734496433,0.0141187849676078,0.384741241788801,0.494515167056929,1,1650
996,Novooleksandrivka,Bilovodskyi,Luhansk,49.13278,39.28418,0.0253408713002993,0,0.00379115397406052,0.0845444444444444,1,0.253644314868805,0.019171621108414,0.0137645748655964,0.222844053547102,0.20129804423142,1,1650
997,Novooleksandrivka,Oleksandrivskyi,Donetsk,48.76782,36.85261,0.029389889877882,0.356637316763034,0.0534536119574866,0.0981111111111111,1,0.524781341107872,0.442651878677964,0.00970269977165129,0.831521472861017,0.583010255925014,1,1650
998,Novo-Aleksandrovka,Krasnoarmiiskyi,Donetsk,48.30058,36.90122,0.0314489055995703,0.397609775748624,0.0571236739626695,0.0831111111111111,1,0.332361516034985,0.00229671505800031,0.011247641800553,0.897154149663414,0.717762176416756,0,1650
999,Novooleksandrivka,Krasnodonskyi,Luhansk,48.26194,39.63714,0.154223831743158,0.411727836200293,0.0255240615641758,0.8122,1,0.24198250728863,0.0117617322791939,0.0102884881845213,0.12422344166259,0.489657887961827,1,73
1000,Novo-Aleksandrovka,Sverdlovskyi,Luhansk,47.86861,39.48944,0.0678367530103962,0.725486774201591,0.00164543392086958,0.255577777777778,1,0.530612244897959,0.0983507498315052,0.00544691513395429,0.0083450048359517,0.706684732255394,0,181
1001,Novookhtyrka,Novoaidarskyi,Luhansk,48.91559,38.81199,0.171516270712717,0.0450189658614494,0.302255939309243,0.444666666666667,1,0.373177842565598,0.0289355862750825,0.00784662007344807,0.483801147262962,0.362506158509647,0,1650
1002,Novgorodskoye,Dzerzhynska,Donetsk,48.3269,37.84683,0.197789243820898,0.435252285156627,0.113861673140472,0.506966666666667,1,0.300291545189504,0.0672857067158583,0.21517834304074,0.499556239217923,0.929510595268589,1,111
1003,Novaya Nikolayevka,Volnovaskyi,Donetsk,47.58322,37.66263,0.0370206977684644,0.00650711370905481,0.0530495202382265,0.566011111111111,1,0.524781341107872,0.354052612764243,0.025781362043158,0.350624855103903,0.635294730310898,0,185
1004,Novaya Kondrashevka,Stanychno-Luhanskyi,Luhansk,48.67901,39.46295,0.185350289758526,0.0578615470150113,0.060786680624496,0.841533333333333,1,0.157434402332362,0.328662927977438,0.0117634531598617,0.114083299280003,0.544192506900048,0,73
1005,Novaya Kamenka,Starobeshivskyi,Donetsk,47.57813,38.17672,0.189426602731998,4.02949591006165e-4,0.0263126082927026,0.397577777777778,1,0.323615160349854,0.370416021870278,0.0185296071461969,0.0706930266902243,0.80054370701652,1,181
1006,Novoheorhiyivka,Velykonovosilkivskyi,Donetsk,47.86899,36.56994,0.0359394511619407,0.271312399110651,0.0644168976334785,0.147611111111111,1,0.454810495626822,0.0822473717525791,0.014453358198737,0.933275685669596,0.420830762974018,0,1650
1007,Nova Astrakhan,Kreminskyi,Luhansk,49.12654,38.60505,0.204012865676214,4.28855873793843e-4,0.323234798590902,0.0651222222222222,1,0.212827988338192,0.0113765481560943,0.0141187849676078,0.429445406611642,0.494515167056929,0,1650
1008,Novooleksandrivka,Telmanivskyi,Donetsk,47.39303,38.25641,0.0169087361803598,5.96141339692174e-4,0.0707240407543898,0.260466666666667,1,0.262390670553936,0.33775303119602,0.0111527062222944,0.011908656985334,0.738941720478722,1,181
1009,Nyzhnya Vilkhova,Stanychno-Luhanskyi,Luhansk,48.7392,39.57144,0.186038170106559,0.0575490826122262,0.0604584198910991,0.897266666666667,1,0.381924198250729,0.0592311790697652,0.0117634531598617,0.0768574502708736,0.544192506900048,0,111
1010,Nizhnyaya Loshchina,Stanychno-Luhanskyi,Luhansk,48.70194,39.58139,0.186038170106559,0.0575490826122262,0.0604584198910991,0.888822222222222,1,0.317784256559767,0.161891647755652,0.0117634531598617,0.0613550423277388,0.544192506900048,0,111
1011,Nyzhnya Krynka,Makivska,Donetsk,48.1135,38.16064,0.140358621529469,0.307766074037993,0.0998462615684364,0.755944444444445,0,0.504373177842566,0.0903477305925228,0.352145376400099,0.307354127690085,0.904834844920207,1,73
1012,Nizhnyaya Ivanovka,Briankivska,Luhansk,48.13833,38.755,0.0318218379247939,0.440981299014679,0.138900060325759,0.648766666666667,1,0.408163265306122,0.0706284637802692,0.370515383059678,0.162272007526216,0.559386833224045,0,73
1013,Nyzhnya Duvanka,Svativskyi,Luhansk,49.58464,38.17429,0.0625549294318358,0.183115338882283,0.0573851005531717,0.0445777777777778,1,0.230320699708455,0.0715633227920136,0.0108733407913823,0.200918081504816,0.321464646243288,0,1650
1014,Nyzhnoderevechka,Krasnodonskyi,Luhansk,48.21567,39.77485,0.213933713402261,0.302879505266209,0.0245434341482269,0.909566666666667,1,0.364431486880467,0.144145992960772,0.00991568240476528,0.073614476006597,0.489657887961827,0,111
1015,Nizhniy Sukhodil,Novoaidarskyi,Luhansk,49.00822,38.73504,0.203806842524022,4.28422792092539e-4,0.322908378725748,0.0776555555555556,1,0.346938775510204,0.285557294489261,0.00784662007344807,0.466789261311132,0.362506158509647,0,1650
1016,Nyzhniy Naholchyk,Antratsytivskyi,Luhansk,48.0156,39.07092,0.212284177752618,0.101047268610246,0.0674591942636098,0.364644444444444,1,0.341107871720117,0.38130049285785,0.0101263591991953,0.0862980881717165,0.839626822452335,1,111
1017,Nyzhniy Minchenok,Stanychno-Luhanskyi,Luhansk,48.84748,39.46491,0.18532226615796,0.0573138119737841,0.0602410236310324,0.821966666666667,1,0.233236151603499,0.189139288595394,0.0117634531598617,0.142793659185101,0.544192506900048,0,1650
1018,Plotyna,Stanychno-Luhanskyi,Luhansk,48.79856,39.47428,0.185323185615908,0.0573140963305483,0.0602413225108655,0.778133333333333,1,0.26530612244898,0.090470145537252,0.0117634531598617,0.13672296219851,0.544192506900048,0,111
1019,Nyzhnye,n.a. ( 182),Luhansk,48.77527,38.62392,0.114110341361858,0.528662191751319,0.0963064000861481,0.298377777777778,1,0.154518950437318,0.0211711349170463,0.232632987209673,0.52780951221653,0.725025176081231,1,73
