X,municipality,district,region,latitude,longitude,ind_machine,ind_mining,ind_metals,russian_lang,forest,elev,dist_road,pop_density,dist_russia,yanukovych,rebel_violence,until_control
823,Orikhove,Popasnianskyi,Luhansk,48.72262,38.56399,0.113580335131659,0.52620672407017,0.0958590874986602,0.301266666666667,1,0.536443148688047,0.00907037984060067,0.0164436329540436,0.509094060024117,0.817865903340816,1,73
824,Orikhove,Antratsytivskyi,Luhansk,48.04005,39.16837,0.212284177752618,0.101047268610246,0.0674591942636098,0.527911111111111,1,0.486880466472303,0.0642163237915733,0.0101495071254758,0.103425077208509,0.839626822452335,1,111
825,Orikhivka,Lutuhynskyi,Luhansk,48.29083,39.20306,0.154311251314406,0.31164563617245,0.0492902208201893,0.5322,1,0.620991253644315,0.00429007635189857,0.0300884214809662,0.239779760232914,0.571983058335003,0,73
826,Orikhuvatka,Slovianskyi,Donetsk,48.80441,37.768,0.222120541414829,0.0310930450327743,0.186366731931557,0.358688888888889,1,0.489795918367347,0.084777205273264,0.0202014162610165,0.648706944010767,0.790980338334592,0,73
827,Orekhov,Novoaidarskyi,Luhansk,48.875,38.94833,0.108212794286752,0.113599225322278,0.0608243055135266,0.717233333333333,1,0.443148688046647,0.142380965364978,0.00932890985043636,0.410722261955419,0.362506158509647,0,1650
828,Orekhov,Novoazovskyi,Donetsk,47.11667,37.88333,0.331337162123909,0.00211988350076429,0.374936309138145,0.418633333333333,1,0.122448979591837,0.0194834568758683,0.0162230061883576,0.203585198070859,0.870780367997642,0,185
829,Vilshany,Trotskyi,Luhansk,49.87258,38.49708,0.0613237593375413,0.205165325149111,0.0597602640569807,0.181044444444444,1,0.46064139941691,0.0786314419072894,0.00691521338291403,0.0538273182157992,0.705788479594337,0,1650
830,Vilkhove,Stanychno-Luhanskyi,Luhansk,48.67642,39.57195,0.186079885194929,0.0575619867655266,0.0604719764011799,0.852266666666667,1,0.224489795918367,0.267634834003191,0.0117634531598617,0.0565748561857401,0.544192506900048,1,111
831,Olkhovka,Lutuhynskyi,Luhansk,48.40611,39.14306,0.167081828372151,0.0138923485697679,0.0617708722547432,0.643322222222222,1,0.291545189504373,0.0947865178172679,0.0300884151418908,0.308328111317085,0.571983058335003,0,73
832,Olkhovka,Sverdlovskyi,Luhansk,48.17806,39.78984,0.0870726737604709,0.637333031469323,0.026148969889065,0.898022222222222,1,0.574344023323615,0.207988437101057,0.00704039269000136,0.0640075463555153,0.706684732255394,0,111
833,Vilkhivka,Shakhtarskyi,Donetsk,48.09667,38.31917,0.244475895621406,0.173923042901371,0.0667669172932331,0.860111111111111,0,0.495626822157434,0.264483572923335,0.224265052667067,0.27068333268171,0.763419626334049,0,73
834,Olkhovchik,Shakhtarska,Donetsk,48.06667,38.51667,0.0997704514454905,0.517382481120463,0.247114009115406,0.675766666666667,1,0.53935860058309,0.184593449955848,0.327587367165942,0.213432102455846,0.896180245089047,0,73
835,Olkhovatka,Shakhtarskyi,Donetsk,48.25189,38.41282,0.25387797311272,0.0762668045501551,0.00476436696705569,0.604277777777778,1,0.583090379008746,0.466958744049466,0.273189605701395,0.324172966213343,0.763419626334049,0,73
836,Olhynske,Amvrosivskyi,Donetsk,47.72092,38.3956,0.254699506037322,0.0916575192096597,0.0689832601536773,0.471966666666667,1,0.306122448979592,0.127447264484291,0.0158492955055854,0.0586614756130566,0.785255900189148,0,111
837,Olhynka,Volnovaskyi,Donetsk,47.69633,37.5124,0.19578446466991,0.176768499705707,0.108650543194522,0.363188888888889,1,0.626822157434402,0.00748437933370567,0.025781362043158,0.450205392123689,0.635294730310898,1,185
838,Olenovka,Shakhtarskyi,Donetsk,48.25128,38.32022,0.182097701911098,0.173695231531794,0.00315423966920242,0.694511111111111,1,0.574344023323615,0.227028811889199,0.201425148400291,0.354989677078757,0.763419626334049,0,73
839,Olenivka,Volnovaskyi,Donetsk,47.82811,37.66046,0.198280318811244,0.176135971345383,0.110039725106975,0.584177777777778,1,0.603498542274053,0.0132122097178716,0.025781362043158,0.394156164343011,0.635294730310898,1,181
840,Zhovtneve,Svativskyi,Luhansk,49.41361,37.95028,0.0905654174884944,1.64365548980934e-4,0.0912228796844181,0.136211111111111,1,0.349854227405248,0.265063465583926,0.0108733407913823,0.291182855047849,0.321464646243288,1,1650
841,Oktyabrske,Dobropilskyi,Donetsk,48.45854,37.35465,0.236870097061561,0.24325222709746,0.137415237335461,0.231288888888889,1,0.259475218658892,0.106867366614923,0.00859665947714088,0.739757752876098,0.423115736126204,1,111
842,Oktyabrskoye,Marnskyi,Donetsk,47.98333,37.31667,0.0341283090865729,0.274505127593608,0.0509897448127832,0.470388888888889,1,0.352769679300292,0.00808821525962733,0.0276430375601882,0.607007236161672,0.623945768791402,0,1650
843,Oktyabrske,Velykonovosilkivskyi,Donetsk,47.70519,36.94137,0.0301346177596641,0.235457576880326,0.044028652587378,0.233188888888889,1,0.463556851311953,0.050008521526744,0.0109900249450225,0.725564573327352,0.420830762974018,1,1650
844,Oktyabrske,Volnovaskyi,Donetsk,47.50891,37.47812,0.325115438418401,0.00318151994949182,0.3663885415764,0.445344444444444,1,0.574344023323615,0.16669636529358,0.025781362043158,0.435391359128977,0.635294730310898,1,185
845,Oktyabrskiy,Antratsytivskyi,Luhansk,47.85,39.13333,0.212024123633622,0.100923482849604,0.0673765548435733,0.215488888888889,1,0.472303206997085,0.0348228988491605,0.00974114071738251,0.00277140701642432,0.839626822452335,1,181
846,Oktyabrske,Telmanivskyi,Donetsk,47.50235,38.1862,0.0334882508795552,4.34348260435217e-4,0.0284063762324632,0.258377777777778,1,0.186588921282799,0.328070747054312,0.0140328889108982,0.0597200563258486,0.738941720478722,1,181
847,Oktyabrske,Telmanivskyi,Donetsk,47.28632,38.09076,0.047191480476091,5.74232616412612e-4,0.0989246189183546,0.160677777777778,1,0.201166180758017,0.168058151497095,0.0150894352892982,0.0769223808006288,0.738941720478722,0,181
848,Ohulchansk,Krasnodonskyi,Luhansk,48.52679,39.66238,0.167177968193519,0.416939948517226,0.0258119115624669,0.513344444444444,1,0.46064139941691,0.0770777748210748,0.0102884881845213,0.03891452360415,0.489657887961827,0,111
849,Ocheretyne,Oleksandrivskyi,Donetsk,48.74202,37.12138,0.128433214019917,0.345749016550307,0.0772583903320693,0.105322222222222,1,0.518950437317784,0.47887286747232,0.00969431238248622,0.842144263168247,0.583010255925014,0,1650
850,Ocheretyne,Iasynuvatskyi,Donetsk,48.24518,37.61624,0.425408984679304,0.0304141781355492,0.0412230589457284,0.454144444444444,0,0.699708454810496,0.0673110337291773,0.0151564741814022,0.549881111191365,0.782736217914638,0,111
851,Obryv,Novoazovskyi,Donetsk,47.09869,38.18523,0.31884154460719,0.00289916475003026,0.360961142718799,0.601588888888889,0,0.032069970845481,0.140560982137962,0.0162230061883576,0.0532889925988691,0.870780367997642,1,181
852,Obozne,Slovianoserbskyi,Luhansk,48.73205,39.3103,0.18611371720709,0.0579573447589041,0.060817082164771,0.574711111111111,1,0.379008746355685,0.188726463244697,0.0239955240549149,0.205184913032205,0.524348989732917,1,73
853,Oborotnivka,Svativskyi,Luhansk,49.58968,38.04218,0.0790824342725464,0.185503299465801,0.0581334450612758,0.0572444444444444,1,0.282798833819242,0.664413595951286,0.0108733407913823,0.188019204280591,0.321464646243288,0,1650
854,Obilne,Starobeshivskyi,Donetsk,47.82879,37.87871,0.20028818443804,0.178335010146139,0.111409716419692,0.681955555555556,1,0.379008746355685,0.0736043276991068,0.0376966336821752,0.286638112754379,0.80054370701652,0,111
855,Nyrkove,Popasnianskyi,Luhansk,48.73932,38.31049,0.280410937394854,0.256768578542428,0.248267199030977,0.158488888888889,1,0.690962099125364,0.355823113234653,0.0159389553883257,0.57671333817894,0.817865903340816,1,111
856,Nozdrivka,Bilovodskyi,Luhansk,49.01897,39.66794,0.180364850363658,0.0550947895552641,0.0579086681769405,0.421833333333333,1,0.14868804664723,0.0983962074181951,0.00593229179978725,0.00349409210641213,0.20129804423142,0,1650
857,Novyy Svit,Starobeshivskyi,Donetsk,47.80591,38.02112,0.139971952014721,0.282686175201651,0.086645050066547,0.730688888888889,0,0.352769679300292,0.321517170207718,0.168992384691204,0.21379577584403,0.80054370701652,1,73
858,Nova Maryivka,Telmanivskyi,Donetsk,47.4494,37.9417,0.0165061898211829,5.81949000105809e-4,0.0672415617394985,0.391433333333333,1,0.396501457725948,0.0953458271961971,0.0111527062222944,0.176117348678699,0.738941720478722,0,181
859,Rozdolne,Velykonovosilkivskyi,Donetsk,47.90711,36.91793,0.0334595602780761,0.322839541061437,0.05982591985531,0.460111111111111,1,0.434402332361516,0.107625630012164,0.0109900249450225,0.804517645915799,0.420830762974018,1,1650
860,Novyy Komar,Velykonovosilkivskyi,Donetsk,47.88252,36.83894,0.0332874131968849,0.321178554359133,0.0595181197109843,0.362177777777778,1,0.309037900874636,0.0324117764737261,0.0109900249450225,0.8402343816405,0.420830762974018,0,1650
861,Pervomayskiy,Marnskyi,Donetsk,47.99474,37.22041,0.0358046653804715,0.288391671469019,0.0535441357019368,0.234044444444444,0,0.422740524781341,0.042394976410983,0.0276430375601882,0.659259096461818,0.623945768791402,0,1650
862,Novyye Sadki,Telmanivskyi,Donetsk,47.39544,38.12143,0.0168439237704475,5.938562867786e-4,0.0704529503860066,0.184811111111111,1,0.311953352769679,0.111112469798539,0.0111527062222944,0.0714531887557278,0.738941720478722,0,181
863,Novyy Donbass,Snizhnenska,Donetsk,48.06667,38.78333,0.0300478269910584,0.456019962570181,0.14316905801622,0.754944444444444,1,0.819241982507289,0.308529285299849,0.25272800842884,0.11905836499656,0.866193917809335,0,73
864,Novozvanivka,Popasnianskyi,Luhansk,48.58379,38.35723,0.247773494616509,0.385550977003855,0.0124950152864549,0.254677777777778,1,0.443148688046647,0.386805415764121,0.0164436329540436,0.488357958881145,0.817865903340816,1,73
865,Novozaryivka,Starobeshivskyi,Donetsk,47.63898,38.13489,0.187533729087965,0.00666872253488551,0.0251715365045101,0.680022222222222,1,0.405247813411079,0.0556961683852953,0.0185296071461969,0.107608643183336,0.80054370701652,0,182
866,Novoye Solntsevo,Starobeshivskyi,Donetsk,47.55,38.08333,0.186071413862691,4.11844652197191e-4,0.0350067954367613,0.476877777777778,1,0.478134110787172,0.160260159802802,0.0185296071461969,0.118120625375782,0.80054370701652,0,181
867,Novoyelyzavetivka,Krasnoarmiiskyi,Donetsk,48.13683,37.04094,0.0350264805007222,0.337806933076553,0.0636434761675494,0.265422222222222,0,0.422740524781341,0.275457949131401,0.0113674289316112,0.784685516204773,0.717762176416756,0,1650
868,Novoolenivka,Kostiantynivskyi,Donetsk,48.39327,37.54031,0.227975962153177,0.227400588160082,0.132144227080936,0.218877777777778,1,0.396501457725948,0.0626209355579372,0.00705529823346703,0.639657381376375,0.676546093463159,0,111
869,Novoolenivka,Krasnoarmiiskyi,Donetsk,48.13902,37.08657,0.0347877885331348,0.342397617274758,0.0630528667163068,0.190211111111111,1,0.507288629737609,0.0189622063976873,0.0113674289316112,0.76212069828906,0.717762176416756,0,1650
870,Novomykolayivka,Volnovaskyi,Donetsk,47.83895,37.69305,0.198350114636205,0.176199468680985,0.110079394626502,0.642855555555556,1,0.699708454810496,0.0534577088031413,0.0260035672386237,0.380292580894023,0.635294730310898,0,111
871,Novoyelanchyk,Amvrosivskyi,Donetsk,47.77972,38.43221,0.204759901436384,0.354668750125208,0.184426147404692,0.419555555555556,1,0.364431486880467,0.13206886189262,0.0158492955055854,0.0815896634466705,0.785255900189148,0,73
872,Novokaterynivka,Starobeshivskyi,Donetsk,47.72627,38.11033,0.14572068469045,0.27441209406495,0.105055191169413,0.536655555555556,1,0.256559766763848,0.0254953814975567,0.0185296071461969,0.146351595428319,0.80054370701652,0,73
873,Novoyavlenka,Oleksandrivskyi,Donetsk,48.63839,37.20103,0.130060292850991,0.350165087568188,0.0782371518805627,0.0878666666666667,1,0.463556851311953,0.0098478820852754,0.00969431238248622,0.863874395074434,0.583010255925014,0,1650
874,Novoyanysol,Volodarskyi,Donetsk,47.29325,37.2685,0.328345625659633,0.003147501670549,0.364054781517171,0.535088888888889,1,0.399416909620991,0.0621920552224397,0.0104946943460113,0.42876780448974,0.826443268947218,0,185
875,Novo-Vybrevo,Novoazovskyi,Donetsk,47.1948,37.84739,0.33230712938371,0.00302183417132979,0.376019632459167,0.459322222222222,1,0.17201166180758,0.073678398152725,0.0162230061883576,0.219377740414371,0.870780367997642,0,185
876,Novovodyane,Kreminskyi,Luhansk,49.27382,38.02218,0.0917216606799766,0.00192130983209422,0.0927240832010693,0.137333333333333,1,0.276967930029155,0.0327233182834878,0.0141187849676078,0.366265904766587,0.494515167056929,0,1650
877,Novovodyanoye,Dobropilskyi,Donetsk,48.54434,37.14666,0.09453506848764,0.371382022245912,0.0842971217088722,0.1017,1,0.553935860058309,0.155709464690871,0.00945432608046751,0.859662778767812,0.423115736126204,0,1650
878,Novo-Viktorovka,Oleksandrivskyi,Donetsk,48.53468,36.97878,0.0320567220564483,0.404144652194147,0.0582277094910893,0.0748444444444444,0,0.551020408163265,0.355094375705693,0.00947297564035311,0.930829172276068,0.583010255925014,0,1650
879,Novovasylivka,Krasnoarmiiskyi,Donetsk,48.20497,37.04212,0.029561645919428,0.439165377887078,0.0539259184139137,0.201588888888889,1,0.355685131195335,0.0194827284307054,0.0113674289316112,0.801528674181613,0.717762176416756,0,1650
880,Novo-Uspenka,Lutuhynskyi,Luhansk,48.4,39.21667,0.16258130633928,0.0138246920293644,0.0622111141321398,0.393077777777778,1,0.352769679300292,0.0555671874507144,0.0300884151418908,0.277294227344379,0.571983058335003,0,73
881,Novoukrayinka,Marnskyi,Donetsk,47.83761,37.10495,0.0313957236488664,0.245814977973568,0.0459439131836252,0.224655555555556,1,0.548104956268222,0.0886162848040809,0.0270344039118891,0.692467473901913,0.623945768791402,0,1650
882,Novo-Ukrainka,Velykonovosilkivskyi,Donetsk,47.63333,36.95,0.0424689947780679,0.0660084856396867,0.0220300261096606,0.271111111111111,1,0.352769679300292,0.0508609928357274,0.0109900249450225,0.690812865980539,0.420830762974018,0,1650
883,Novotroitskoye,Dobropilskyi,Donetsk,48.57797,37.21584,0.157699443413729,0.430956798303737,0.0918367346938776,0.104166666666667,1,0.571428571428571,0.019471975833689,0.00951343875114331,0.843007894980788,0.423115736126204,1,1650
884,Novotroyitske,Krasnoarmiiskyi,Donetsk,48.19526,37.08885,0.0350940448290367,0.337269394868097,0.063607956252629,0.1959,1,0.376093294460641,0.033910409970651,0.0492202201900668,0.775738159203881,0.717762176416756,1,1650
885,Novotroyitske,Volnovaskyi,Donetsk,47.7158,37.59189,0.197406054997267,0.175359534323834,0.109553604061254,0.614444444444444,1,0.498542274052478,0.0578440365933311,0.025781362043158,0.409224077115916,0.635294730310898,1,185
886,Novotoretske,Dobropilskyi,Donetsk,48.4082,37.32573,0.109721897639635,0.317293760224351,0.0976630053750876,0.204477777777778,1,0.381924198250729,0.092771948375767,0.00957078202739251,0.732919230743138,0.423115736126204,0,111
887,Novo-Ternovka,Marnskyi,Donetsk,48,37.25,0.0360703738294167,0.290531842390893,0.053941489764495,0.302633333333333,0,0.323615160349854,0.105780877281585,0.0276430375601882,0.645156278608146,0.623945768791402,0,1650
888,Novosvitlivka,Krasnodonskyi,Luhansk,48.49285,39.50699,0.177495404017793,0.101802196546107,0.0606812531552728,0.627,1,0.215743440233236,0.00688139159022642,0.0102884881845213,0.110336996486118,0.489657887961827,1,73
889,Novodvirske,Donetska,Donetsk,47.84302,38.14629,0.150582342098085,0.283582829794093,0.108557825041124,0.610855555555556,1,0.644314868804665,0.0304295889523263,0.319387874535396,0.180050914894538,0.580494503372253,1,73
890,Novostriltsivka,Milovskyi,Luhansk,49.32208,39.91468,0.0280851063829787,1.96399345335516e-4,0.00163666121112929,0.177733333333333,1,0.253644314868805,0.0180225545267866,0.00794784559929213,0.103211457677374,0.339726881816556,0,1650
891,Novospasivka,Bilovodskyi,Luhansk,49.26528,39.78583,0.0282571466209986,1.97602423923067e-4,0.00164668686602555,0.068577777777777807,1,0.376093294460641,0.184738768819425,0.00727279666543333,0.111130028816092,0.20129804423142,0,1650
892,Novo-Sofiyevka,Marnskyi,Donetsk,48.03333,37.41667,0.0348066162151502,0.283728153425198,0.0527275864619025,0.413955555555556,1,0.419825072886297,0.216529195349289,0.0276430375601882,0.569673951415234,0.623945768791402,0,1650
893,Novosirotino,Sieverodonetska,Luhansk,48.95,38.45,0.205150320354855,4.31246919664859e-4,0.324852143913258,0.467166666666667,1,0.169096209912536,0.0672152069883494,0.781507182628864,0.558376398178221,0.462586786222037,0,73
894,Novoselivka Persha,Iasynuvatskyi,Donetsk,48.19606,37.52963,0.0639660732429209,0.129434112294032,0.0317179838317798,0.332977777777778,1,0.521865889212828,0.0484319105250254,0.0151564741814022,0.567849353112947,0.782736217914638,1,1650
895,Novoselivka,Krasnolymanskyi,Donetsk,49.0701,37.69517,0.218260524059474,0.0305527091741776,0.183232606286204,0.145511111111111,1,0.300291545189504,0.059520782732654,0.00989235539960415,0.5177726716451,0.69637274041445,1,1650
896,Lysevka,Stanychno-Luhanskyi,Luhansk,48.83972,39.83194,0.215076923076923,0.0879560439560439,0.00558241758241758,0.8162,1,0.134110787172012,0.116988738832064,0.0115993305353162,0.00193192025642432,0.544192506900048,1,1650
897,Novoselovka,Slovianoserbskyi,Luhansk,48.58333,39.1,0.165462845549074,0.0147045396905909,0.0603905655592189,0.476866666666667,1,0.137026239067055,0.179582942668002,0.0249324695125971,0.314842995688002,0.524348989732917,1,73
898,Novoselyvka,Kostiantynivska,Donetsk,48.539,37.64854,0.241545238902067,0.237411047102677,0.140223652998983,0.3727,1,0.274052478134111,0.446379351173234,0.489628562636455,0.66223805096155,0.42834044206185,1,111
899,Novoselivka Druha,Iasynuvatskyi,Donetsk,48.20953,37.79483,0.409208046463326,0.0360013846686411,0.0441940074618255,0.540711111111111,1,0.364431486880467,0.154229732863631,0.0151564741814022,0.466498865081359,0.782736217914638,1,111
900,Novoukrayinka,Velykonovosilkivskyi,Donetsk,48.03333,36.86667,0.0380214463188178,0.281581012161632,0.0691447626520204,0.332355555555556,1,0.373177842565598,0.0145366323141184,0.0109464913445757,0.853289744300554,0.420830762974018,1,1650
901,Novoselivka,Starobeshivskyi,Donetsk,47.83693,37.83965,0.201020490252966,0.179006862035264,0.111812320168975,0.584277777777778,1,0.364431486880467,0.249478075193449,0.0185296071461969,0.307897414301382,0.80054370701652,1,111
902,Novoselivka,Telmanivskyi,Donetsk,47.40246,37.7314,0.333962155926759,0.00305276373903012,0.379861956445538,0.350877777777778,1,0.34402332361516,0.118308155899301,0.0111527062222944,0.282742925313527,0.738941720478722,1,185
903,Novoselovka,Mariupolska,Donetsk,47.1153,37.54139,0.34852379158144,0.00226073850791258,0.388591344601141,0.676522222222222,1,0.102040816326531,0.0269173963875251,0.944771236460496,0.263162510473282,0.443696805288616,1,45
904,Novosilka,Velykonovosilkivskyi,Donetsk,47.83836,36.68642,0.0318689621674132,0.275648982675806,0.0570726968535809,0.144455555555556,1,0.41399416909621,0.10259260631497,0.0109900249450225,0.875622833415847,0.420830762974018,1,1650
905,Novoselydivka,Marnskyi,Donetsk,48.05745,37.29288,0.0366288160356804,0.295029861840925,0.0547766129238972,0.5251,1,0.483965014577259,0.291598968877263,0.0983488787747673,0.637513362832258,0.623945768791402,0,1650
906,Novorozsosh,Novopskovskyi,Luhansk,49.54568,39.23632,0.0244821092278719,2.35404896421846e-4,0.00360954174513496,0.0686111111111111,1,0.256559766763848,0.0628504018722193,0.010089721720421,0.123698129800644,0.134954227286366,0,1650
907,Novoromanivka,Volodarskyi,Donetsk,47.22058,37.1775,0.327709417152114,0.0022553814522912,0.363203638515934,0.305444444444444,1,0.314868804664723,0.1954522914478,0.0104946943460113,0.432117116528482,0.826443268947218,0,185
908,Novo-Rayskoye,Kostiantynivskyi,Donetsk,48.58333,37.48333,0.246215524987904,0.242137277942905,0.142876892237506,0.249244444444444,1,0.24198250728863,0.0914304843850121,0.0140967883759005,0.740834183703153,0.676546093463159,0,111
909,Novopskov,Novopskovskyi,Luhansk,49.5464,39.08987,0.0243654822335025,2.34283483014447e-4,0.00367044123389301,0.0760666666666667,1,0.201166180758017,0.0136854807787129,0.010089721720421,0.154918534783578,0.134954227286366,1,1650
910,Novopreobrazhenne,Svativskyi,Luhansk,49.55178,38.35802,0.0602649666301424,0.176411993226417,0.0552843908755852,0.108733333333333,1,0.428571428571429,0.568306456072714,0.00995201640030379,0.247307467477608,0.321464646243288,0,1650
911,Novo-Preobrazhenka,Volnovaskyi,Donetsk,47.56667,37.31667,0.0480041293874742,0.0199587061252581,0.0249053682037164,0.310088888888889,1,0.600583090379009,0.0553952491062841,0.025781362043158,0.531853970962968,0.635294730310898,0,1650
912,Novopil,Velykonovosilkivskyi,Donetsk,47.80706,36.62461,0.0318629434776743,0.275596924322137,0.0570619182517199,0.122355555555556,1,0.495626822157434,0.0510367910565283,0.0110685470722498,0.886725559881701,0.420830762974018,0,1650
913,Novopetrivka,Oleksandrivskyi,Donetsk,48.59832,36.85802,0.03174904427514029,0.400265705067375,0.0576688447252122,0.0590888888888889,1,0.335276967930029,8.91510187217989e-4,0.00969431238248622,0.926799353936482,0.583010255925014,0,1650
914,Novopetrivske,Amvrosivskyi,Donetsk,47.87644,38.41251,0.267970401691332,0.140873854827343,0.0713530655391121,0.240055555555556,1,0.206997084548105,0.11224804506758,0.0158492955055854,0.137279060497437,0.785255900189148,0,73
915,Novo-Petropavlovka,Volnovaskyi,Donetsk,47.48333,37.36667,0.327142590402689,0.00314931225493247,0.362830646667082,0.463433333333333,1,0.577259475218659,0.322164597602497,0.025781362043158,0.492992412185775,0.635294730310898,0,185
916,Novopetrykivka,Velykonovosilkivskyi,Donetsk,47.63217,36.9293,0.0424689947780679,0.0660084856396867,0.0220300261096606,0.271111111111111,1,0.399416909620991,0.015845337587386,0.0109900249450225,0.697788585293041,0.420830762974018,0,1650
917,Novopavlovka,Antratsytivskyi,Luhansk,48.06667,38.9,0.0279114533205005,0.4832531280077,0.132531280076997,0.475411111111111,1,0.236151603498542,0.0372768038974462,0.186082950402465,0.108375619860553,0.839626822452335,0,111
918,Novo-Pavlovka,Oleksandrivskyi,Donetsk,48.58047,37.03852,0.0317155083689941,0.402578408536916,0.0576079302312984,0.221588888888889,1,0.530612244897959,0.110905879879883,0.00965598395534369,0.919752700273018,0.583010255925014,0,1650
919,Novopavlivka,Lutuhynskyi,Luhansk,48.40889,39.07167,0.173153997690374,0.149106718293594,0.106718293594185,0.381,1,0.317784256559767,0.288456275612282,0.0300884151418908,0.307482575346684,0.571983058335003,0,73
920,Novopavlivka,Volnovaskyi,Donetsk,47.56125,37.44063,0.310461609016986,0.00470369651750069,0.34814997736346,0.328622222222222,1,0.65597667638484,0.127320447172615,0.025781362043158,0.463930451462547,0.635294730310898,0,1650
921,Novoorlivka,Shakhtarskyi,Donetsk,48.18417,38.41306,0.252041451536124,0.094181405397488,0.00421106594895455,0.6453,1,0.801749271137026,0.399439399722968,0.0072990150813704,0.299450307454013,0.763419626334049,1,73
922,Omelkove,Starobilskyi,Luhansk,49.13632,39.08486,0.0264752791068581,2.39234449760766e-4,0.0043859649122807,0.0707555555555556,1,0.291545189504373,0.0110818585526507,0.0158004814553138,0.33386571342704,0.128422282639627,0,1650
923,Novoocheretuvate,Velykonovosilkivskyi,Donetsk,47.90023,36.81148,0.0345523698069046,0.298829724985372,0.0618782913984786,0.440644444444444,1,0.300291545189504,0.141865205919476,0.0109900249450225,0.857524609344797,0.420830762974018,0,1650
924,Novomykilske,Milovskyi,Luhansk,49.34887,39.8446,0.0288967877830437,1.97472353870458e-4,0.00164560294892048,0.148133333333333,1,0.256559766763848,0.0677264620300989,0.00794784559929213,0.122459224671295,0.339726881816556,0,1650
925,Novomykilske,Kreminskyi,Luhansk,49.29936,38.1797,0.133308423631004,8.30323410968572e-5,0.192178353468676,0.1177,1,0.19533527696793,0.0443864841544791,0.0127496524411729,0.361266622651591,0.494515167056929,0,1650
926,Novo-Nikolayevskiy,Krasnoarmiiskyi,Donetsk,48.25,37.31667,0.0353260869565217,0.352619687347338,0.0646372740595994,0.299644444444444,1,0.542274052478134,0.140431143254744,0.057780437907387,0.682318226051218,0.717762176416756,0,1650
927,Novo-Nikolayevskiy,Marnskyi,Donetsk,48.05,37.28333,0.0364680362383565,0.293734847518183,0.0545361745565905,0.463533333333333,1,0.510204081632653,0.238661413376356,0.106267410904549,0.640368789958158,0.623945768791402,0,1650
928,Novonikolayevka,Slovianskyi,Donetsk,48.88333,37.78333,0.219026038060469,0.0306539938314345,0.183840036927467,0.272977777777778,1,0.276967930029155,0.589001636836748,0.0283451250278666,0.60338192411361,0.790980338334592,0,73
929,Novomykolayivka,Slovianskyi,Donetsk,48.88793,37.37504,0.201257988022989,0.014509063140549,0.169788191792934,0.137144444444444,1,0.379008746355685,0.426993207147159,0.0128010504570626,0.692322084785783,0.790980338334592,0,1650
930,Novonikolayevka,Kostiantynivskyi,Donetsk,48.56298,37.37154,0.240140227870289,0.246612283422099,0.139351446099912,0.210611111111111,1,0.274052478134111,0.394183529993077,0.128788459677699,0.774670664435121,0.676546093463159,0,1650
931,Novomykolayivka,Krasnoarmiiskyi,Donetsk,48.18883,36.9271,0.0322348579176005,0.406961622533964,0.0588528264298165,0.167122222222222,1,0.323615160349854,0.0376526839254402,0.0113257526802625,0.855297354076738,0.717762176416756,0,1650
932,Novonikanorovka,Svativskyi,Luhansk,49.68928,38.21271,0.0752141860928472,0.176429567642957,0.0552898983861327,0.336833333333333,1,0.271137026239067,0.0475937971565322,0.00916671509720287,0.147415387952947,0.321464646243288,0,1650
933,Novomykhaylivka,Marnskyi,Donetsk,47.85381,37.48414,0.196973879005345,0.177607708328106,0.109320084644402,0.293522222222222,1,0.446064139941691,0.3494392000934,0.0276430375601882,0.491336467991658,0.623945768791402,0,1650
934,Novomykhaylivka,Starobeshivskyi,Donetsk,47.55841,38.0427,0.18567316657883,4.05399927028013e-4,0.0351076336806259,0.580477777777778,0,0.411078717201166,0.0417199984280677,0.0185296071461969,0.141497811843487,0.80054370701652,0,185
935,Novo-Mikhaylovka,Starobeshivskyi,Donetsk,47.55,38.05,0.18802085471489,4.10525883656965e-4,0.0355515415246931,0.5015,1,0.478134110787172,0.00799681065085584,0.0185296071461969,0.136763379027054,0.80054370701652,0,182
936,Novomayorske,Velykonovosilkivskyi,Donetsk,47.73157,37.03884,0.0307918191781955,0.236553136050623,0.0442335132452385,0.216077777777778,0,0.416909620991254,0.0530187986558461,0.011023363727425,0.705687574762231,0.420830762974018,0,1650
937,Novomaryivka,Makivska,Donetsk,48.15108,38.14686,0.112406574588288,0.317062240929533,0.139846038122369,0.763533333333333,0,0.338192419825073,0.143198720768761,0.348657921379642,0.329929383025864,0.904834844920207,0,73
938,Novolymarivka,Bilovodskyi,Luhansk,49.27891,39.60333,0.0282552855166963,1.97589409207666e-4,0.00164657841006388,0.112977777777778,1,0.204081632653061,0.0530198842034034,0.00727279666543333,0.133625218052209,0.20129804423142,0,1650
939,Novolaspa,Telmanivskyi,Donetsk,47.57329,37.87772,0.196137634151445,0.173940988311261,0.110881920155186,0.785533333333333,1,0.498542274052478,0.177099495754993,0.0111527062222944,0.234862781629991,0.738941720478722,1,185
940,Novokryvorizhzhya,Dobropilskyi,Donetsk,48.48861,36.89594,0.031535292058277,0.400183125521773,0.0572805860016697,0.0411666666666667,1,0.504373177842566,0.019749271639373,0.00945429755462812,0.95447815045954,0.423115736126204,0,1650
